up_hydrosequence,down_hydrosequence,up_id3dhp,down_id3dhp,from_huc12,to_huc12,up_feature_type,down_feature_type,up_physicality,down_physicality,up_source_generation,down_source_generation,transition_class,transition_id
8103486,8086996,3KKPG,G9FW3,041000050102,041000050101,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8103486->8086996
14147564,14139776,3KOGH,8K9W3,041000030402,041000030405,Surface Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,14147564->14139776
12981441,12971432,3KOHE,AGDC1,041000030301,041000030203,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12981441->12971432
1816399,1760355,3NDMN,8D8VI,041000090903,041000090804,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,1816399->1760355
3456474,3429112,3NDNO,96GJ9,041000090508,041000090503,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3456474->3429112
13407267,13397731,3NE5H,F2U9V,041000040102,041000040106,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13407267->13397731
12751792,12741902,3NE65,5EBTB,041000030202,041000030204,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12751792->12741902
7094437,7075812,3P6KC,9D4LB,041000071205,041000071204,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7094437->7075812
12030375,12019730,3P7AI,D5BFF,041000040406,041000040408,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12030375->12019730
11095035,11083261,3P7I9,APSVU,041000040502,041000040504,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11095035->11083261
8170013,8153321,3PF5Z,EI5OH,041000050101,041000050102,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8170013->8153321
7613012,7595287,3PFC2,1TNHP,041000050102,041000050103,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7613012->7595287
11233062,11221653,3PIQX,56RIZ,041000030705,041000030707,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11233062->11221653
13612188,13603321,3PISD,ABIUW,041000030603,041000030404,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13612188->13603321
13140774,13130922,3PJBV,5Q666,041000030502,041000030406,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13140774->13130922
12190580,12179972,3PJMA,1D4FE,041000030503,041000030505,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12190580->12179972
8119925,8103422,3S87P,GQUTU,041000080103,041000080105,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,8119925->8103422
7402933,7385183,3U97T,B9FUF,041000050105,041000050103,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,7402933->7385183
8701580,8685216,3U9DA,F6J1R,041000050103,041000050102,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8701580->8685216
7038849,7020337,3U9E0,8TW1H,041000050106,041000050105,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,7038849->7020337
12222362,12211740,3UCPA,FQ3MA,041000030506,041000030604,Waterbody Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,12222362->12211740
12030620,12019986,3UCPF,M7K8,041000050204,041000030802,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12030620->12019986
1132716,1039546,3X26Q,5EBLM,041000090803,041000090804,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,1132716->1039546
5735047,5715354,3X2BG,E6DIF,041000080602,041000080605,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5735047->5715354
4658281,4636219,3X2CO,88ESD,041000050206,041000050207,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4658281->4636219
9273824,9258921,3YVY3,GXKMO,041000040604,041000040603,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9273824->9258921
12158517,12147890,3YWBL,9D5TK,041000040501,041000040407,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12158517->12147890
12612590,12602512,3YWCI,35V8J,041000040407,041000040406,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12612590->12602512
12612568,12602494,3YWJZ,CC5CE,041000040405,041000040304,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12612568->12602494
12115724,12105117,3Z6VV,E3NQ4,041000030705,041000030704,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12115724->12105117
13081556,13071543,3Z7KR,15KNN,041000030305,041000030406,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13081556->13071543
3845371,3820514,41WSH,189WT,041000090201,041000090203,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,3845371->3820514
3967169,3943120,41WVC,5IRY,041000090102,041000090502,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3967169->3943120
5754792,5735069,41WY8,COVN9,041000050201,041000071206,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5754792->5735069
4790591,4768598,41WYW,2AYXF,041000060503,041000060504,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4790591->4768598
11461761,11450409,43PNF,2331M,041000040408,041000040501,Drainageway,Hydro Unenforced Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11461761->11450409
11998378,11987692,43QG0,8A7GE,041000040407,041000040408,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11998378->11987692
12435014,12424328,440WX,FGDAD,041000030502,041000030504,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12435014->12424328
11741008,11730106,440ZC,BUBFE,041000050203,041000030802,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11741008->11730106
12222368,12211747,441JD,6XWTR,041000030603,041000030604,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12222368->12211747
7648393,7630649,46RAU,7OYE5,041000070101,041000070103,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7648393->7630649
6465867,6446576,46RB4,8D924,041000080402,041000080404,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6465867->6446576
7038797,7020296,48JKX,FZI2C,041000071002,041000071205,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7038797->7020296
5994454,5974671,48RXS,H7KGE,041000050201,041000050106,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,5994454->5974671
5934754,5914560,48RXT,48RXR,041000050201,041000050106,Channel Line,Canal,physical_channel,canal,migrated_nhd,migrated_nhd,physical_hydrography,5934754->5914560
11827262,11816440,48VVU,56S2N,041000030702,041000030701,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11827262->11816440
12901942,12892056,48W44,5LBQN,041000030602,041000030603,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12901942->12892056
8984216,8968850,4DDZX,1OKCQ,041000071201,041000071204,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8984216->8968850
13464000,13454485,4DF9T,EMU0Z,041000040402,041000040404,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13464000->13454485
11233063,11221653,4DQ11,56RIZ,041000030705,041000030707,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11233063->11221653
12488437,12477763,4DQJB,AGDHR,041000030801,041000030506,Waterbody Connector,Surface Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12488437->12477763
12761735,12751661,4DQKW,1YKNN,041000030602,041000030601,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12761735->12751661
9198752,9183422,4DQYH,9DHJG,041000030805,041000030806,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9198752->9183422
11675441,11664335,4I8XM,8YJAQ,041000040501,041000040408,Waterbody Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,11675441->11664335
8453653,8436928,4IGRX,10MMV,041000040606,041000050102,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,8453653->8436928
7595316,7577788,4IGUQ,2RJFO,041000050105,041000050103,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7595316->7577788
12233132,12222462,4IK9D,9N77C,041000030406,041000030503,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12233132->12222462
9988327,9974613,4IKAU,CJ36,041000030805,041000030707,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9988327->9974613
9933132,9919255,4IKBH,2HYZ0,041000030707,041000030805,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9933132->9919255
3694766,3669219,4LA66,9URMM,041000090103,041000090106,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3694766->3669219
5715369,5695538,4LA7P,F9CQN,041000070406,041000070503,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5715369->5695538
3373326,3345086,4LA8I,E1IA5,041000090501,041000090508,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,3373326->3345086
2987458,2956033,4LA8O,BQU9W,041000090302,041000090403,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,2987458->2956033
13549193,13539947,4N3W9,1OLMX,041000040406,041000040403,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13549193->13539947
12519969,12509354,4N3WS,159I6,041000040407,041000040501,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12519969->12509354
365435,141462,4NATY,FPZG4,041000050102,041000050103,Waterbody Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,365435->141462
11573867,11562431,4NEI5,HDBO,041000030801,041000030707,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11573867->11562431
13260315,13250434,4NF2D,6O6L5,041000030603,041000030502,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13260315->13250434
13454546,13445035,4NF42,GT0XJ,041000030403,041000030404,Surface Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,13454546->13445035
5974630,5954720,4Q4FD,F9CQQ,041000070903,041000070904,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5974630->5954720
5286840,5266052,4Q4FN,96GLB,041000060303,041000060503,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5286840->5266052
10339320,10325945,4RXE5,8F2BA,041000040601,041000040602,Surface Connector,Surface Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,10339320->10325945
9419576,9405492,4RXFG,7QRLR,041000040603,041000040604,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9419576->9405492
13435567,13426261,4RY7L,2CSVM,041000040406,041000040403,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13435567->13426261
7666087,7648472,4S5AY,1YH4Y,041000050103,041000050102,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7666087->7648472
12264769,12254252,4S8OV,1OWGT,041000030702,041000030701,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12264769->12254252
12030513,12019882,4S8QH,H2TEM,041000030703,041000030707,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12030513->12019882
3590723,3564109,4UY74,5EBAF,041000090503,041000090502,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3590723->3564109
3169866,3139935,4UYH8,6M1BV,041000090507,041000090509,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,3169866->3139935
8829858,8814114,4WQTE,85CDV,041000071201,041000071204,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8829858->8814114
