atlas_relationship_id,source_phase,source_artifact,local_relationship_id,source_local_endpoint_id,target_local_endpoint_id,source_atlas_entity_id,target_atlas_entity_id,source_system_id,target_system_id,native_source_system_label,native_target_system_label,normalized_relationship_class,endpoint_role_source,endpoint_role_target,source_join_level,target_join_level,evidence_class,documented_or_inferred,source_id,evidence_strength,confidence,uncertainty_id,directionality,spatial_scale,temporal_basis,scenario_status,inference_basis,uncertainty,suitable_for_visualization,suitable_for_qualitative_reasoning,suitable_for_stress_test_propagation,suitable_for_quantitative_aggregation,Atlas_use,caveat
AR-9B-HZD-015-69070de5,9B,data/processed/analysis/climate_hazard_dependency_register.csv,HZD-015,HZ-015,,ENT-CLIMATE-HZ-015,,SYS-CLIMATE,SYS-ECOLOGY,,ecology,operational dependency,geographic unit,generalized external interface,exact,system-level,OBSERVED_DOCUMENTED,documented,d9_glerl_ice,,unknown,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,unsupported_unknown_interface,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Dependency is not risk, failure probability, control proof, or causal effect. Local caveat: Lake-wide ice cover is regional seasonal context; local shoreline ice, wave, and ecological effects remain unknown."
AR-9B-HZD-016-938027aa,9B,data/processed/analysis/climate_hazard_dependency_register.csv,HZD-016,HZ-016,,ENT-CLIMATE-HZ-016,,SYS-CLIMATE,SYS-ENERGY,,energy,operational dependency,geographic unit,generalized external interface,exact,system-level,OBSERVED_DOCUMENTED,documented,d9_nca_energy,,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,supported_system_dependency,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Dependency is not risk, failure probability, control proof, or causal effect. Local caveat: No outage probability or restoration estimate."
AR-9B-HZD-017-6b212dbe,9B,data/processed/analysis/climate_hazard_dependency_register.csv,HZD-017,HZ-016,,ENT-CLIMATE-HZ-016,,SYS-CLIMATE,,,information_sensors,operational dependency,geographic unit,generalized external interface,exact,nonjoinable,OBSERVED_DOCUMENTED,documented,d9_nca_midwest,,limited,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,physically_plausible_system_pathway,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Dependency is not risk, failure probability, control proof, or causal effect. Local caveat: No cyber or communications-failure model."
AR-9B-HZD-018-80ad3ff4,9B,data/processed/analysis/climate_hazard_dependency_register.csv,HZD-018,HZ-018,,ENT-CLIMATE-HZ-018,,SYS-CLIMATE,SYS-FREIGHT,,freight,operational dependency,geographic unit,generalized external interface,exact,system-level,OBSERVED_DOCUMENTED,documented,d9_nws_cle_winter,,limited,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,physically_plausible_system_pathway,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Dependency is not risk, failure probability, control proof, or causal effect. Local caveat: NWS products support winter hazard and forecast context, not road closures, freight delays, or their probabilities."
AR-9B-HZD-019-90c54beb,9B,data/processed/analysis/climate_hazard_dependency_register.csv,HZD-019,HZ-018,,ENT-CLIMATE-HZ-018,,SYS-CLIMATE,SYS-WATER,,water,operational dependency,geographic unit,generalized external interface,exact,system-level,OBSERVED_DOCUMENTED,documented,d9_nws_cle_winter,,limited,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,physically_plausible_system_pathway,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Dependency is not risk, failure probability, control proof, or causal effect. Local caveat: NWS products support winter hazard context, not water-infrastructure failure or operating effects; no failure rate."
AR-9B-HZD-020-18c6f1f8,9B,data/processed/analysis/climate_hazard_dependency_register.csv,HZD-020,HZ-023,,,,SYS-CLIMATE,,,information_sensors,operational dependency,monitoring/surveillance interface,generalized external interface,system-level,nonjoinable,OBSERVED_DOCUMENTED,documented,b9_noaa_atlas14,,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_product_interface,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Dependency is not risk, failure probability, control proof, or causal effect. Local caveat: No numeric weighting or risk score."
AR-9B-HZD-021-9eba8386,9B,data/processed/analysis/climate_hazard_dependency_register.csv,HZD-021,HZ-002,,ENT-CLIMATE-HZ-002,,SYS-CLIMATE,SYS-BIOGEOCHEMISTRY,,biogeochemical,operational dependency,geographic unit,generalized external interface,exact,system-level,OBSERVED_DOCUMENTED,documented,d9_pnas_hab,,limited,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_mechanism_plus_plausible_pathway,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Dependency is not risk, failure probability, control proof, or causal effect. Local caveat: No future load or bloom model."
AR-9B-HZD-022-f992d1e5,9B,data/processed/analysis/climate_hazard_dependency_register.csv,HZD-022,HZ-011,,ENT-CLIMATE-HZ-011,,SYS-CLIMATE,,,water_quality,operational dependency,geographic unit,generalized external interface,exact,nonjoinable,OBSERVED_DOCUMENTED,documented,d9_epa_great_lakes,,unknown,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,unsupported_unknown_interface,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Dependency is not risk, failure probability, control proof, or causal effect. Local caveat: EPA supports observed Great Lakes lake-level variability only; treatment/intake operating effects are unsupported here and the Toledo intake-coordinate discrepancy remains unresolved."
AR-9B-HZD-023-afa2b545,9B,data/processed/analysis/climate_hazard_dependency_register.csv,HZD-023,HZ-019,,,,SYS-CLIMATE,,,information_sensors,information / observation,monitoring/surveillance interface,generalized external interface,system-level,nonjoinable,OBSERVED_DOCUMENTED,documented,b9_nws_points,,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_control_interface,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Observation, reporting, and decision support are not authority, control, or incidence. Local caveat: No emergency-management system or response outcome is modeled."
AR-9B-HZD-024-17081d1e,9B,data/processed/analysis/climate_hazard_dependency_register.csv,HZD-024,HZ-022,,,,SYS-CLIMATE,,,information_sensors,operational dependency,monitoring/surveillance interface,generalized external interface,system-level,nonjoinable,OBSERVED_DOCUMENTED,documented,b9_drought_gov,,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_control_interface,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,SOURCE_LOCAL_ONLY;NO_EXACT_ATLAS_JOIN,"Dependency is not risk, failure probability, control proof, or causal effect. Local caveat: Unknown local condition is not treated as low and no management outcome is inferred."
AR-6B-ECD-001-ce0639c6,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-001,ECO-001,ECO-016,ENT-ECOLOGY-ECO-001,ENT-ECOLOGY-ECO-016,SYS-ECOLOGY,SYS-ECOLOGY,,,physical flow,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,usgs_nhdplus_hr,high,high,,directed_source_to_target,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_hydrography,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Physical direction does not add common units, effect size, or risk meaning. Local caveat: Broad water-system dependency; no effect size or scoring."
AR-6B-ECD-002-c2d32c30,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-002,ECO-016,ECO-002,ENT-ECOLOGY-ECO-016,ENT-ECOLOGY-ECO-002,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,epa_lake_erie,moderate,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_water_quality_context,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk. Local caveat: Condition relationship is not quantified causation."
AR-6B-ECD-003-4573c61a,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-003,ECO-002,ECO-005,ENT-ECOLOGY-ECO-002,ENT-ECOLOGY-ECO-005,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,usfws_nwi,moderate,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,habitat_dependency,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk. Local caveat: Generalized wetland interface; no habitat-quality score."
AR-6B-ECD-004-85ac9166,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-004,ECO-005,ECO-008,ENT-ECOLOGY-ECO-005,ENT-ECOLOGY-ECO-008,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,usfws_nwi,high,high,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_wetland_inventory,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk. Local caveat: Inventory presence is not equivalent to condition or redundancy."
AR-6B-ECD-005-fe46f43c,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-005,ECO-006,ECO-013,ENT-ECOLOGY-ECO-006,ENT-ECOLOGY-ECO-013,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,phase6a_usfws_ottawa_nwr,moderate,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_protected_area,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk. Local caveat: Generalized refuge function; no sensitive occurrences."
AR-6B-ECD-006-31a95db7,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-006,ECO-003,ECO-004,ENT-ECOLOGY-ECO-003,ENT-ECOLOGY-ECO-004,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,usgs_3dhp_all,high,high,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_hydrography,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk. Local caveat: Physical network structure, not animal movement route."
AR-6B-ECD-007-c83dab2b,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-007,ECO-011,ECO-003,ENT-ECOLOGY-ECO-011,ENT-ECOLOGY-ECO-003,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,usgs_3dhp_all,moderate,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,habitat_dependency,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk. Local caveat: Generalized riparian relationship."
AR-6B-ECD-008-44e6d517,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-008,ECO-014,ECO-003,ENT-ECOLOGY-ECO-014,ENT-ECOLOGY-ECO-003,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,phase6a_glfc_lake_erie_committee,moderate,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_fishery_context,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk. Local caveat: No passage model, stock size, or precise spawning location."
AR-6B-ECD-009-f54dca57,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-009,ECO-009,ECO-008,ENT-ECOLOGY-ECO-009,ENT-ECOLOGY-ECO-008,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,h2ohio_great_black_swamp_history,moderate,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,historical_context_plus_inventory,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk. Local caveat: Historical legacy is not a modern habitat boundary."
AR-6B-ECD-010-4f57dedf,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-010,ECO-010,ECO-011,ENT-ECOLOGY-ECO-010,ENT-ECOLOGY-ECO-011,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,phase6a_mrlc_land_cover,low,low,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,generalized_land_cover,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk. Local caveat: Broad class relationship; no habitat-quality metric."
AR-6B-ECD-011-b4dc3f16,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-011,ECO-013,ECO-010,ENT-ECOLOGY-ECO-013,ENT-ECOLOGY-ECO-010,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,phase6a_usfws_ottawa_nwr,moderate,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_ecological_function,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk. Local caveat: Functional network, not flight path."
AR-6B-ECD-012-8d6be450,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-012,ECO-015,ECO-010,ENT-ECOLOGY-ECO-015,ENT-ECOLOGY-ECO-010,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,phase6a_mrlc_land_cover,low,low,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,generalized_land_cover,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk. Local caveat: No insect inventory or movement route."
AR-6B-ECD-013-2d4ff723,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-013,ECO-004,ECO-003,ENT-ECOLOGY-ECO-004,ENT-ECOLOGY-ECO-003,SYS-ECOLOGY,SYS-ECOLOGY,,,physical flow,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,usgs_3dhp_all,high,high,,directed_source_to_target,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_hydrography,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Physical direction does not add common units, effect size, or risk meaning. Local caveat: Tributary and river structure are linked at a generalized ecological level."
AR-6B-ECD-014-d2db0ae6,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-014,ECO-012,ECO-010,ENT-ECOLOGY-ECO-012,ENT-ECOLOGY-ECO-010,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,phase6a_mrlc_land_cover,moderate,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,generalized_land_cover,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological relationships retain native scale and do not imply abundance, establishment, contact, infection, or risk. Local caveat: Broad fragmentation interface; no causal harm claim."
AR-6B-ECD-015-29df84d8,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-015,ECO-007,ECO-005,ENT-ECOLOGY-ECO-007,ENT-ECOLOGY-ECO-005,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,usfws_nwi,low,low,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_wetland_inventory,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk. Local caveat: No project boundary or restoration performance is asserted."
AR-6B-ECD-016-fd0e79e5,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-016,ECO-008,ECO-013,ENT-ECOLOGY-ECO-008,ENT-ECOLOGY-ECO-013,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,phase6a_usfws_ottawa_nwr,moderate,moderate,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_ecological_function,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk. Local caveat: No exact route is asserted."
AR-6B-ECD-017-332b80b1,6B,data/processed/networks/ecology_dependency_edges.csv,ECD-017,ECO-016,ECO-001,ENT-ECOLOGY-ECO-016,ENT-ECOLOGY-ECO-001,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,exact,exact,OBSERVED_DOCUMENTED,documented,noaa_hab,low,low,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented_monitoring_science,Local uncertainty/notes retained in source artifact.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Ecological function, movement, and habitat context retain native scale and do not imply abundance, disease, or risk. Local caveat: Conceptual food-web interface; no numerical fish or productivity measure."
