state_id,scenario_id,scenario,horizon,baseline_node_id,baseline_name,baseline_geographic_scale,baseline_settlement_class,current_fact,population_distribution_state,settlement_form_state,housing_form_state,employment_geography_state,mobility_interface_state,service_dependency_state,projection_relation,climate_migration_role,assumption_id,source_or_basis,plausibility,reality_status,canon_status,relationship_basis,numeric_future_value_adopted,notes
PFS-C2075-39125,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39125,"Paulding County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Paulding County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-C2075-39137,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39137,"Putnam County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Putnam County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-C2075-39143,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39143,"Sandusky County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Sandusky County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-C2075-39147,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39147,"Seneca County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Seneca County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-C2075-39161,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39161,"Van Wert County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Van Wert County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-C2075-39171,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39171,"Williams County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Williams County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-C2075-39173,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-39173,"Wood County, OH",county,county_population_zone,"CURRENT FACT (2026 baseline): Wood County, OH is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-C2075-26091,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-26091,"Lenawee County, MI",county,county_population_zone,"CURRENT FACT (2026 baseline): Lenawee County, MI is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-C2075-26115,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-26115,"Monroe County, MI",county,county_population_zone,"CURRENT FACT (2026 baseline): Monroe County, MI is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-C2075-18003,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-18003,"Allen County, IN",county,county_population_zone,"CURRENT FACT (2026 baseline): Allen County, IN is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-C2075-18033,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-18033,"DeKalb County, IN",county,county_population_zone,"CURRENT FACT (2026 baseline): DeKalb County, IN is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
PFS-C2075-18151,C2075,Uneven Change / Infrastructure Strain,2075,POP-ZONE-18151,"Steuben County, IN",county,county_population_zone,"CURRENT FACT (2026 baseline): Steuben County, IN is represented as a Census county-scale population-zone node with a generalized settlement context; no future value is implied.",uneven settlement retention and contraction persist alongside durable local anchors,"diverged settlement forms persist: durable anchors, retained towns, and strained low-density interfaces","housing form remains uneven, with durable reinvestment in some places and deferred reuse in others",employment remains concentrated in capable nodes while weaker links and local functions diverge,commuting and service interfaces remain uneven; no individual movement or migration count is modeled,infrastructure-service strain is entrenched in selected interfaces while capable local systems persist,EXPLICIT SCENARIO HORIZON; no official local 2075 projection and no mechanical extrapolation,"higher-uncertainty long-horizon scenario mechanism; not a migration count, causal claim, or population-growth assumption",S11C-C2075-01,S11C-BASELINE-11A;S11C-POP-PROJ-TABLES;S11C-CLIMATE,exploratory,fictional,scenario,qualitative scenario delta over accepted 2026 baseline,false,"County geography is a statistical/cartographic frame, not a jurisdiction or utility service territory. Population ≠ household ≠ housing unit ≠ worker ≠ job ≠ commuter; this row carries no numeric future value. No vulnerability/EJ score or protected-class ranking is represented."
